Задолженность,"Просрочка, дни",Первоначльный лимит,BIRTHDATE,SEX,EDU,INCOME,TERM,Рейтинг кредитной истории,LV_AREA,LV_SETTLEMENTNAME,INDUSTRYNAME,PDN,CLIENTID,SCORINGMARK,UNDERAGECHILDRENCOUNT,VELCOMSCORING,FAMILYSTATUS
17582.4,0,20000.0,1971-06-17,Мужской,Среднее специальное,2817.26,60,B3,Витебская область,ЧАШНИКИ,Строительство,0.22,951059,176.0,0,,1
1750.21,0,2950.0,1989-05-16,Мужской,Высшее,4653.12,60,C3,БРЕСТСКАЯ,БРЕСТ,Государственное управление,0.36,517897,236.0,1,,1
2637.42,0,3000.0,1996-09-02,Женский,Высшее,864.75,60,D2,Гомельская область,КОРМА,Наука и образование,0.34,947764,118.0,1,,2
11289.83,0,15000.0,1986-07-17,Мужской,Высшее,5312.85,60,A3,,Минск,Информационные технологии,0.37,645844,,2,,1
8751.18,95,10000.0,2002-05-22,Мужской,Среднее специальное,1660.62,60,C3,,МИНСК,Иное,0.22,606020,,0,,2
2667.55,3,3000.0,1979-05-09,Женский,Среднее специальное,3203.04,60,C3,Брестская область,КОБРИН,Финансы и страхование,0.4,918601,217.0,1,,1
3200.0,277,3200.0,1990-02-19,Женский,Среднее специальное,956.89,60,C2,Минская область,БОРИСОВ,Торговля,0.18,940257,78.0,1,,2
16263.8,0,18500.0,2000-05-12,Мужской,Среднее,1564.52,60,C1,Минская область,БЕЗВЕРХОВИЧИ,АПК,0.38,536924,175.0,0,,2
8791.25,95,10000.0,1972-11-03,Женский,Высшее,1181.14,60,D3,ВИТЕБСКАЯ ОБЛАСТЬ,ПОЛОЦК,Медицина и здравоохранение,0.24,945090,146.0,0,,2
2692.94,0,5000.0,1992-11-21,Мужской,Среднее специальное,1158.0,36,A2,Могилевская,Хотимск,Услуги населению,0.21,455259,,0,,1
1653.06,0,2000.0,2000-07-18,Женский,Среднее специальное,1704.02,60,B3,,Минск,Торговля,0.03,851586,,0,,2
4852.88,3,5700.0,1997-12-17,Мужской,Среднее специальное,672.57,60,B2,,ГОМЕЛЬ,Производство,0.4,889438,202.0,0,,2
1958.84,0,2800.0,1993-07-11,Мужской,Среднее специальное,1291.9,36,B3,МИНСКАЯ,АТОЛИНО,Медицина и здравоохранение,0.27,590375,206.0,1,,1
1310.58,0,1500.0,2001-10-19,Мужской,Высшее,1630.5,60,D3,МОГИЛЕВСКАЯ,КИРОВСК,МВД/МЧС/МО,0.21,665646,169.0,0,,2
1758.21,0,2000.0,1997-09-03,Мужской,Высшее,1739.9,60,B2,Брестская область,ИВАНОВО,Медицина и здравоохранение,0.07,952707,228.0,0,,2
1375.22,0,2000.0,1984-05-13,Женский,Среднее специальное,1280.6,36,C1,МИНСКАЯ,ХАТЕЖИНО,Производство,0.4,898312,207.0,0,,1
12397.36,0,15000.0,1974-12-06,Женский,Среднее специальное,1204.09,60,B1,БРЕСТСКАЯ,ЧЕРНИ,Торговля,0.75,888379,144.0,1,,1
1758.21,0,2000.0,1989-06-15,Женский,Среднее специальное,1054.51,60,D1,Могилевская область,ЗАПОЛЬЕ,Наука и образование,0.37,862123,76.0,3,,2
1383.49,0,3500.0,2001-01-19,Мужской,Высшее,767.31,24,,г. Минск,МИНСК,Наука и образование,0.25,627374,164.0,0,,2
4004.13,0,6500.0,1984-11-05,Женский,Высшее,2500.26,24,B2,Брестская область,БРЕСТ,Производство,0.35,658977,250.0,0,,2
2825.21,3,5000.0,1978-12-14,Женский,Среднее,1028.78,36,A3,ВИТЕБСКАЯ,НОВЫЕ ГОРЯНЫ,АПК,0.33,771703,-75.0,0,,2
2099.85,0,2500.0,1994-02-27,Мужской,Среднее,1098.65,60,B1,г. Минск,МИНСК,Торговля,0.12,610630,251.0,0,,2
3000.0,0,10000.0,1973-04-16,Мужской,Среднее специальное,2214.47,60,A1,МИНСКАЯ,ПЛЕЩЕНИЦЫ,Производство,0.28,677744,,0,,1
4459.38,3,5000.0,1985-01-26,Мужской,Среднее специальное,738.87,60,,Минская область,Королево,Производство,0.19,902402,128.0,0,,2
1565.31,0,1900.0,1969-12-30,Мужской,Среднее специальное,2006.61,60,A1,,Брест,Государственное управление,0.03,452957,259.0,0,,1
2096.31,0,2500.0,1976-08-24,Женский,Среднее специальное,617.31,60,B2,ВИТЕБСКАЯ,ДРУЯ,Наука и образование,0.3,910546,226.0,1,,1
11379.02,0,13000.0,1987-05-06,Мужской,Среднее специальное,1209.34,60,A3,Гомельская область,РОГИ,Производство,0.31,949274,217.0,0,,2
959.06,0,1100.0,1994-03-01,Женский,Среднее,870.07,60,C2,Минская область,Моторовщина,Торговля,0.4,941717,142.0,0,,2
2155.66,0,4000.0,1999-02-10,Мужской,Высшее,1473.69,60,C1,г. Минск,МИНСК,МВД/МЧС/МО,0.2,939691,267.0,0,,2
2372.89,0,3000.0,1999-01-31,Мужской,Среднее специальное,1074.09,60,C2,ВИТЕБСКАЯ,НОВОПОЛОЦК,Производство,0.33,879841,130.0,0,,2
1758.21,3,2000.0,1976-05-21,Женский,Среднее,500.61,60,B3,БРЕСТСКАЯ,БРЕСТ,Производство,0.37,933821,211.0,0,,1
6508.29,0,8000.0,1976-03-21,Мужской,Высшее,2000.2,60,B1,,ГОМЕЛЬ,Иное,0.19,894832,,0,,1
2894.49,0,6000.0,1995-06-26,Мужской,Среднее специальное,1807.48,24,C1,Минская область,Позняки,Производство,0.18,878359,151.0,0,,2
3566.04,0,6000.0,1980-10-26,Мужской,Высшее,1050.0,60,B2,г. Минск,МИНСК,Торговля,0.22,910559,229.0,1,,1
3210.34,0,4500.0,2002-01-06,Мужской,Среднее специальное,2379.26,36,C2,Минская область,ЩИТОМИРИЧИ,Услуги населению,0.24,914541,124.0,0,,2
5978.06,0,6800.0,1989-05-18,Женский,Высшее,750.29,60,C2,Витебская область,НОВОПОЛОЦК,Торговля,0.4,887274,157.0,2,,1
2637.42,0,3000.0,2002-06-02,Мужской,Среднее специальное,1500.0,60,D1,Брестская область,ШЕРЕШЕВО,МВД/МЧС/МО,0.38,941788,74.0,0,,2
444.98,0,1000.0,1999-04-16,Мужской,Высшее,1067.38,36,C2,,МИНСК,Транспорт/перевозки,0.35,666341,,0,,2
3056.35,0,4000.0,2001-03-21,Мужской,Среднее специальное,1500.0,36,C2,г. Минск,МИНСК,МВД/МЧС/МО,0.32,633546,203.0,0,,2
3306.28,0,4000.0,1966-08-01,Женский,Среднее специальное,1268.33,60,A1,Минская,Задворье,Медицина и здравоохранение,0.21,888698,366.0,0,,1
2099.85,0,2500.0,1990-09-24,Мужской,Среднее специальное,1600.0,60,B2,Гомельская область,РЕЧИЦА,МВД/МЧС/МО,0.37,894962,251.0,0,,2
4923.07,0,5600.0,1980-02-16,Женский,Высшее,892.24,60,C3,БРЕСТСКАЯ ОБЛАСТЬ,РУЖАНЫ,АПК,0.27,952627,213.0,0,,1
4199.7,0,5000.0,1979-03-19,Женский,Высшее,1295.52,60,C3,Гродненская область,ЛИДА,Производство,0.35,910566,193.0,1,,1
879.1,0,1000.0,2001-02-15,Мужской,Среднее специальное,1177.6,60,D2,г. Минск,МИНСК,Финансы и страхование,0.38,702663,157.0,0,,2
4351.4,0,5000.0,1987-10-25,Мужской,Среднее специальное,2217.2,60,C1,г. Минск,МИНСК,Строительство,0.28,809438,84.0,3,,1
2197.81,0,2500.0,1992-12-30,Мужской,Высшее,1177.02,60,D1,Брестская область,ИВАНОВО,Услуги населению,0.4,754730,142.0,1,,1
1731.71,0,3000.0,1975-01-13,Мужской,Высшее,1060.67,24,A3,г. Минск,Минск,Строительство,0.33,161655,263.0,1,,1
8265.61,0,10000.0,1992-08-07,Женский,Высшее,1431.62,60,A3,МИНСКАЯ,МИХАНОВИЧИ,Информационные технологии,0.58,888435,,1,,1
9555.3,0,11200.0,1986-10-28,Женский,Высшее,1027.97,60,C2,Витебская область,ОРША,Культура и искусство,0.4,912058,205.0,1,,2
12398.42,0,15000.0,1989-01-26,Мужской,Высшее,1677.44,60,A3,,МИНСК,Иное,0.58,891615,,1,,1
2461.53,0,2800.0,1978-10-21,Женский,Среднее,864.68,60,D1,Могилевская область,Сумароково,АПК,0.09,945105,86.0,2,,1
927.08,0,1500.0,2001-12-03,Мужской,Среднее,1131.6,24,C1,Витебская область,ПОЛОЦК,Производство,0.17,843817,175.0,0,,1
8791.25,0,10000.0,1976-10-11,Женский,Высшее,1800.0,60,B2,,Гомель,МВД/МЧС/МО,0.4,950241,251.0,1,,1
6188.35,0,9000.0,1991-12-12,Женский,Высшее,2495.26,36,C1,г. Минск,МИНСК,Государственное управление,0.37,891946,228.0,0,,2
11868.17,0,13500.0,2002-04-21,Мужской,Среднее специальное,1558.66,60,,Минская область,МОЛОДЕЧНО,Производство,0.25,948792,116.0,0,,2
2338.74,0,2700.0,1980-12-30,Мужской,Среднее специальное,1526.23,60,C1,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Государственное управление,0.4,939329,196.0,1,,1
2493.25,3,2800.0,1977-09-10,Женский,Среднее специальное,738.19,60,D1,Витебская область,НИКИТИХА,Производство,0.11,951298,117.0,0,,1
1482.57,0,3000.0,1973-11-01,Женский,Высшее,2269.64,24,B3,ГОМЕЛЬСКАЯ,КОРЕНЁВКА,Медицина и здравоохранение,0.07,910594,267.0,0,,1
1758.21,0,2000.0,1982-09-19,Мужской,Высшее,3340.13,60,D2,,МОГИЛЕВ,Услуги населению,0.15,947459,151.0,2,,1
1950.95,338,2000.0,1976-06-01,Мужской,Среднее специальное,725.0,60,C1,МИНСКАЯ,СТАРЫЕ НОВОСЕЛКИ,Производство,0.09,894825,,0,,2
4961.91,0,7000.0,1977-07-23,Мужской,Высшее,2599.32,60,C2,ГРОДНЕНСКАЯ,ГРОДНО,Производство,0.4,887930,,0,,1
11090.99,0,13000.0,1967-10-30,Женский,Высшее,1936.36,60,A1,г. Минск,Минск,Информационные технологии,0.19,914523,339.0,0,,2
4851.13,0,6000.0,1977-06-18,Женский,Высшее,1305.68,60,A2,г. Минск,Минск,Наука и образование,0.13,898821,292.0,1,,2
8600.0,0,10000.0,1989-10-10,Женский,Высшее,2826.19,60,C2,г. Минск,МИНСК,Финансы и страхование,0.39,474983,258.0,1,,1
1054.99,0,1200.0,2000-12-28,Мужской,Среднее специальное,1918.89,60,C1,Гродненская область,ЛИДА,Производство,0.36,915284,205.0,0,,2
3567.05,3,5000.0,1994-09-24,Мужской,Среднее специальное,2879.91,36,C3,г. Минск,МИНСК,Торговля,0.38,861759,166.0,1,,1
18089.43,62,20000.0,1974-01-23,Женский,Среднее специальное,1679.12,60,D3,г. Минск,МИНСК,Торговля,0.34,951306,112.0,0,,2
3162.8,0,4000.0,1981-10-23,Мужской,Высшее,1668.76,60,B2,МОГИЛЕВСКАЯ ОБЛАСТЬ,МИНСК,АПК,0.1,659350,,3,,2
1758.21,0,2000.0,1974-08-17,Женский,Среднее специальное,2044.72,60,B2,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Медицина и здравоохранение,0.09,947484,222.0,0,,1
5038.55,0,5900.0,1972-11-29,Женский,Среднее специальное,1094.9,60,D2,г. Минск,МИНСК,Производство,0.34,581575,109.0,0,,1
12398.34,0,15000.0,1987-10-23,Женский,Высшее,2081.09,60,A3,ГРОДНЕНСКАЯ,ГРОДНО,Медицина и здравоохранение,0.27,862236,258.0,1,,2
658.32,3,1000.0,1998-11-17,Женский,Среднее специальное,726.39,24,D2,г. Минск,МИНСК,Торговля,0.25,858079,95.0,2,,1
618.02,0,1000.0,1978-05-18,Мужской,Неоконченное высшее,1468.66,24,B3,г. Минск,Минск,Производство,0.29,915101,205.0,1,,1
885.58,215,1000.0,2001-05-01,Мужской,Высшее,968.53,36,D1,Брестская область,СТРИГАНЕЦ,АПК,0.2,677030,123.0,0,,1
2140.23,0,3000.0,1994-11-10,Мужской,Среднее специальное,1606.97,36,B1,Минская область,ДЕКШНЯНЫ,Торговля,0.31,914629,231.0,2,,1
442.63,0,1000.0,1994-01-21,Женский,Высшее,1781.42,60,D2,г. Минск,Минск,Финансы и страхование,0.39,570700,185.0,0,,2
3516.52,0,4000.0,2003-03-10,Мужской,Среднее специальное,930.01,60,,МОГИЛЕВСКАЯ,МОГИЛЕВ,Производство,0.12,903630,123.0,0,,2
764.09,0,1000.0,2002-06-12,Женский,Неоконченное высшее,550.0,36,C1,г. Минск,Минск,Торговля,0.09,907398,175.0,0,,2
3399.86,3,4000.0,1991-05-01,Мужской,Среднее,656.99,60,B3,Минская область,СОЛИГОРСК,Государственное управление,0.18,897280,162.0,0,,2
4132.81,0,5000.0,1981-06-24,Женский,Высшее,1224.67,60,B1,,МИНСК,Торговля,0.8,891710,,1,,1
764.09,0,1000.0,1993-04-23,Женский,Высшее,1060.37,36,C1,БРЕСТСКАЯ,БЕЛООЗЁРСК,Наука и образование,0.14,904675,220.0,0,,2
4013.41,3,4500.0,1975-11-16,Мужской,Среднее специальное,1594.13,60,A3,Витебская область,ПИЩАЛОВО,Транспорт/перевозки,0.15,942655,207.0,0,,2
15154.26,3,17000.0,1971-07-11,Мужской,Высшее,1300.0,60,B1,Витебская область,ДОКШИЦЫ,Строительство,0.38,949294,252.0,1,,1
2965.14,0,6000.0,1981-05-18,Женский,Высшее,867.17,24,A1,МИНСКАЯ,ЖДАНОВИЧИ,Торговля,0.37,734371,253.0,0,,2
17324.29,0,20000.0,1977-08-11,Женский,Высшее,6397.85,60,D3,Гомельская область,РЕЧИЦА,Строительство,0.36,940289,108.0,0,,2
4637.03,0,6500.0,1961-05-04,Мужской,Среднее специальное,1639.78,36,B2,,ВИТЕБСК,Услуги населению,0.33,914635,220.0,0,,1
788.97,3,1000.0,1973-04-02,Женский,Среднее специальное,1101.61,36,B3,Витебская область,ОРША,Транспорт/перевозки,0.14,952763,222.0,0,,2
2197.81,0,2500.0,1989-09-20,Женский,Среднее специальное,668.56,60,C1,Минская область,КРАСНЫЙ ОКТЯБРЬ,Наука и образование,0.2,945114,216.0,0,,1
1563.15,215,1600.0,1995-12-24,Женский,Высшее,562.68,60,C1,,БРЕСТ,Государственное управление,0.08,951314,103.0,0,,2
559.0,0,1500.0,1988-11-12,Мужской,Среднее специальное,1471.82,24,B3,Брестская область,ОБЕРОВЩИНА,Государственное управление,0.05,947498,212.0,2,,1
3799.22,0,7800.0,1981-04-02,Мужской,Среднее специальное,2200.74,24,A3,Минская область,Тарасово,Торговля,0.3,486963,267.0,0,,1
687.61,0,1000.0,2001-08-31,Мужской,Среднее специальное,1711.0,36,C2,г. Минск,МИНСК,Производство,0.16,846102,121.0,0,,2
3359.79,0,4000.0,1992-08-22,Мужской,Среднее специальное,1072.51,60,C1,ГРОДНЕНСКАЯ,ГРОДНО,Транспорт/перевозки,0.4,804010,148.0,0,,2
2586.45,33,2900.0,1969-12-24,Женский,Среднее специальное,591.18,60,C2,Витебская область,ГОРОДОК,Наука и образование,0.14,940285,159.0,0,,2
7472.55,0,8500.0,1978-12-31,Женский,Среднее специальное,970.22,60,D1,Могилевская область,ЧАУСЫ,Медицина и здравоохранение,0.4,952770,123.0,1,,1
904.46,33,1000.0,2000-12-08,Мужской,Среднее специальное,1750.0,60,C2,Минская область,БОРИСОВ,МВД/МЧС/МО,0.31,953793,184.0,0,,2
3516.52,0,4000.0,1987-06-22,Мужской,Среднее,2618.89,60,B3,г. Минск,МИНСК,Производство,0.13,478361,187.0,2,,1
156.97,277,4000.0,1987-11-30,Женский,Высшее,1342.22,60,D3,Минская область,ГОРОДИЩЕ,АПК,0.09,945115,132.0,1,,2
879.1,0,1000.0,1985-02-27,Мужской,Среднее специальное,1061.48,60,C3,ГРОДНЕНСКАЯ,ГРОДНО,Производство,0.29,951334,132.0,1,,1
1374.3,0,2600.0,1983-04-29,Женский,Среднее,616.83,24,B3,МОГИЛЕВСКАЯ,МИЛОСЛАВИЧИ,Торговля,0.35,857600,182.0,1,,1
1213.94,0,1500.0,1989-03-04,Женский,Среднее специальное,695.86,60,A2,Брестская область,ИВАЦЕВИЧИ,Наука и образование,0.12,910645,271.0,1,,1
7439.08,0,9000.0,1977-01-05,Мужской,Среднее,2124.51,60,C2,МИНСКАЯ,МИНСК,Производство,0.12,888064,,0,,1
4132.81,0,5000.0,1989-08-02,Мужской,Среднее специальное,1981.37,60,C3,,МИНСК,Иное,0.31,894687,,0,,1
927.08,0,1500.0,2004-07-10,Мужской,Среднее специальное,921.1,24,,Брестская область,ПИНСК,Наука и образование,0.09,532190,105.0,0,,2
4571.41,0,5200.0,1983-12-13,Женский,Среднее специальное,2139.34,60,C2,Минская область,КРУПКИ,Медицина и здравоохранение,0.07,953802,219.0,1,,1
2598.71,0,3000.0,1977-12-07,Женский,Среднее специальное,1204.01,60,B3,Гродненская область,Слоним,Производство,0.07,939401,215.0,0,,2
1190.06,0,2000.0,2002-04-19,Женский,Среднее специальное,1365.93,24,B3,г. Минск,МИНСК,Финансы и страхование,0.13,801294,262.0,0,,2
1328.29,0,2000.0,1998-10-02,Мужской,Среднее,1861.47,36,C1,Минская область,Большой Тростенец,Торговля,0.2,452581,176.0,0,,1
764.09,0,1000.0,1995-07-21,Мужской,Среднее специальное,2794.73,36,D1,Минская область,ЖОДИНО,Производство,0.29,830447,109.0,2,,1
4132.81,0,5000.0,1999-01-16,Мужской,Высшее,1167.7,60,,,МИНСК,Финансы и страхование,0.12,888628,,0,,2
1670.37,0,1900.0,1990-08-12,Женский,Среднее специальное,1357.04,60,D1,БРЕСТСКАЯ ОБЛАСТЬ,ИВАЦЕВИЧИ,Производство,0.04,945132,100.0,0,,2
582.77,0,1000.0,1999-07-26,Мужской,Среднее специальное,1100.0,24,A1,БРЕСТСКАЯ,БРЕСТ,Услуги населению,0.05,942684,208.0,0,,2
269.32,0,500.0,1997-08-20,Женский,Среднее специальное,1010.64,36,B3,БРЕСТСКАЯ,ВОЛЧИН,Иное,0.41,750288,,1,,2
5978.06,0,6800.0,1977-03-22,Женский,Среднее специальное,944.9,60,C3,ГРОДНЕНСКАЯ,ЮТЮНЫ,Государственное управление,0.27,949330,192.0,0,,2
1139.22,0,2000.0,2000-01-03,Мужской,Неоконченное высшее,1500.0,24,D3,г. Минск,МИНСК,Торговля,0.3,938155,123.0,0,,2
8662.2,0,10000.0,1975-07-01,Женский,Высшее,1952.07,60,C2,г. Минск,МИНСК,Государственное управление,0.34,58605,230.0,0,,1
618.02,0,1000.0,1983-07-20,Мужской,Среднее,987.66,24,C3,Могилевская область,ЛУТЫ,Транспорт/перевозки,0.28,930534,73.0,3,,1
17582.4,0,20000.0,1973-04-20,Женский,Высшее,3658.16,60,A1,г. Минск,МИНСК,Торговля,0.32,947522,319.0,0,,1
474.24,0,1000.0,1981-05-27,Мужской,Высшее,938.39,24,B3,Брестская область,БАРАНОВИЧИ,Наука и образование,0.16,850512,225.0,3,,1
2898.14,0,3300.0,1980-06-24,Женский,Высшее,1925.04,60,D3,г. Минск,МИНСК,Наука и образование,0.05,942683,169.0,1,,1
865.23,0,1400.0,2001-12-04,Мужской,Неоконченное высшее,1800.0,24,B1,г. Минск,МИНСК,МВД/МЧС/МО,0.4,894285,299.0,0,,2
3516.52,0,4000.0,1985-02-18,Мужской,Высшее,2989.46,60,A1,Витебская область,ПОЛОЦК,Производство,0.04,945133,271.0,1,,1
620.38,62,1000.0,1982-11-18,Мужской,Среднее специальное,1270.95,36,B2,МИНСКАЯ,МИНСК,Производство,0.27,799964,,2,,2
692.69,0,1200.0,1998-06-03,Женский,Высшее,1287.32,24,B3,Витебская область,ИРВЕНИЦА,Наука и образование,0.12,940313,209.0,0,,2
1908.83,0,2500.0,1974-07-25,Женский,Среднее специальное,743.76,36,A3,Гомельская область,ВЫСОКОЕ,Услуги населению,0.22,942688,262.0,0,,2
1758.21,0,2000.0,1997-05-22,Мужской,Среднее специальное,829.36,60,C3,МИНСКАЯ ОБЛАСТЬ,БОРИСОВ,Торговля,0.29,951357,162.0,1,,1
5714.34,0,6500.0,1997-02-19,Мужской,Высшее,1920.0,60,C1,Минская область,БОРИСОВ,МВД/МЧС/МО,0.4,896445,231.0,2,,2
11428.57,0,13000.0,1977-06-24,Женский,Среднее специальное,1933.11,60,C2,Минская область,ФАНИПОЛЬ,АПК,0.38,949384,166.0,0,,1
875.13,0,2800.0,1965-02-02,Женский,Среднее специальное,578.0,60,D3,Минская область,ДОЛГОЕ,Пенсионер,0.26,939388,129.0,0,,1
336.12,124,500.0,1985-07-26,Мужской,Среднее специальное,1185.71,36,C2,МОГИЛЕВСКАЯ,МОГИЛЕВ,Строительство,0.3,526395,,2,,1
2099.85,0,2500.0,1991-03-29,Женский,Среднее специальное,671.69,60,C2,ВИТЕБСКАЯ,ВИТЕБСК,Производство,0.11,909292,74.0,2,,1
879.1,0,1000.0,1997-11-14,Женский,Среднее специальное,757.97,60,D1,Брестская область,Барановичи,Финансы и страхование,0.09,407887,175.0,1,,1
764.09,0,1000.0,2000-10-21,Мужской,Среднее,1280.01,36,C2,Могилевская область,МОГИЛЕВ,Производство,0.32,871578,144.0,0,,2
4132.81,0,5000.0,1970-10-30,Мужской,Высшее,645.0,60,B2,МИНСКАЯ,РОВАНИЧСКАЯ СЛОБОДА,Торговля,0.98,894983,,0,,2
8791.25,0,10000.0,1986-05-07,Мужской,Среднее специальное,1664.22,60,C3,ГРОДНЕНСКАЯ,ОСТРИНО,Производство,0.28,951373,164.0,2,,1
618.02,0,1000.0,1993-02-23,Мужской,Высшее,5117.54,24,A3,г. Минск,МИНСК,Финансы и страхование,0.14,410206,343.0,0,,1
679.88,0,1100.0,1993-02-24,Мужской,Высшее,3011.1,24,B2,Могилевская область,ВЕРИМЕЙКИ,Производство,0.19,525991,223.0,1,,1
13186.88,0,15000.0,1991-09-03,Женский,Высшее,3191.5,60,B1,г. Минск,Минск,Торговля,0.38,892199,280.0,0,,2
808.71,0,1000.0,1985-10-01,Женский,Среднее специальное,401.45,60,C3,ВИТЕБСКАЯ ОБЛАСТЬ,АНДРЕЕВЩИНА,Производство,0.2,882298,168.0,0,,1
8399.4,3,10000.0,1990-11-13,Мужской,Высшее,732.73,60,B1,МОГИЛЕВСКАЯ,ДРИБИН,Производство,0.57,888618,,1,,1
866.01,0,1000.0,1991-06-10,Женский,Высшее,1370.57,60,C2,Витебская область,ВИТЕБСК,Финансы и страхование,0.37,804797,219.0,1,,2
8791.25,0,10000.0,1987-09-16,Мужской,Среднее специальное,874.4,60,,МИНСКАЯ ОБЛАСТЬ,БОРИСОВ,Производство,0.33,953816,73.0,1,,1
442.86,3,2500.0,1965-04-10,Мужской,Среднее специальное,1522.63,60,A2,БРЕСТСКАЯ,РАДОСТОВО,АПК,0.23,910664,262.0,0,,1
877.25,0,1000.0,1987-05-22,Мужской,Высшее,1312.87,60,C1,г. Минск,МИНСК,Производство,0.33,915926,222.0,0,,2
764.09,0,1000.0,2002-06-23,Мужской,Среднее специальное,1300.0,36,C1,Брестская область,ГОНЧАРЫ,МВД/МЧС/МО,0.08,894899,239.0,0,,2
8755.47,0,10000.0,1997-06-17,Мужской,Среднее специальное,1100.78,60,B3,БРЕСТСКАЯ ОБЛАСТЬ,БАРАНОВИЧИ,Торговля,0.4,594478,144.0,0,,2
1236.04,0,2000.0,1996-03-06,Мужской,Среднее специальное,750.0,24,B2,Могилевская область,КОСТЮКОВИЧИ,Торговля,0.2,949401,177.0,0,,1
538.63,0,1000.0,1999-01-08,Мужской,Неоконченное высшее,1250.0,36,C2,,БРЕСТ,МВД/МЧС/МО,0.35,791344,,0,,2
618.01,0,1000.0,1995-06-19,Женский,Среднее специальное,1178.98,24,D3,МОГИЛЕВСКАЯ ОБЛАСТЬ,БОБРУЙСК,Медицина и здравоохранение,0.31,525656,133.0,0,,1
5375.61,0,6400.0,1968-02-03,Мужской,Высшее,858.79,60,A3,Минская область,НАРОЧЬ,Медицина и здравоохранение,0.4,898045,285.0,0,,1
4283.34,3,5000.0,1970-01-11,Женский,Среднее специальное,603.68,60,A3,Могилевская область,КИРОВСК,Наука и образование,0.24,940328,268.0,0,,2
2631.06,0,3000.0,1978-05-05,Мужской,Высшее,1260.82,60,D1,ГОМЕЛЬСКАЯ ОБЛАСТЬ,СВЕТЛОГОРСК,Транспорт/перевозки,0.19,945171,122.0,0,,1
1977.67,0,3200.0,1994-03-15,Мужской,Среднее специальное,1152.8,24,C1,ГРОДНЕНСКАЯ,ГРОДНО,Производство,0.37,506060,101.0,0,,2
2359.69,3,3000.0,1989-01-08,Женский,Среднее специальное,1525.39,36,D3,Минская область,МОЛОДЕЧНО,Торговля,0.37,942792,142.0,0,,1
917.08,0,1500.0,1991-12-18,Женский,Среднее специальное,1214.85,24,D1,г. Минск,МИНСК,Финансы и страхование,0.07,754035,145.0,1,,2
826.53,0,1000.0,1989-12-08,Мужской,Среднее специальное,1414.81,60,D1,БРЕСТСКАЯ,РЕЧКИ,Строительство,0.15,820942,,1,,1
1615.67,0,3000.0,1989-10-26,Мужской,Высшее,1212.75,36,C2,БРЕСТСКАЯ ОБЛАСТЬ,ЯСТРЕБЕЛЬ,Торговля,0.34,799844,,2,,1
4395.63,0,5000.0,1989-02-14,Женский,Высшее,1817.99,60,B2,ВИТЕБСКАЯ,ПОЛОЦК,Финансы и страхование,0.38,837340,298.0,0,,2
916.91,62,1000.0,1990-08-13,Мужской,Среднее специальное,1454.6,60,D3,ГРОДНЕНСКАЯ ОБЛАСТЬ,КУПИСК,АПК,0.28,783891,104.0,0,,2
2015.82,0,2400.0,1989-08-24,Мужской,Высшее,1739.46,60,C2,Витебская область,ЛУЖЕСНО,Торговля,0.4,813795,172.0,0,,2
14676.7,0,17000.0,1986-05-06,Мужской,Высшее,4003.3,60,C1,г. Минск,МИНСК,Торговля,0.19,645540,228.0,2,,1
489.39,0,1000.0,1994-10-26,Женский,Высшее,1046.34,24,B3,ГРОДНЕНСКАЯ,ГРОДНО,Медицина и здравоохранение,0.17,554579,254.0,2,,1
826.48,0,1000.0,1987-01-18,Мужской,Среднее,2479.67,60,B1,,МИНСК,Иное,0.34,479772,,1,,1
3099.55,124,3500.0,1996-02-07,Мужской,Среднее специальное,1900.0,36,B1,Минская область,СТАРЫЕ ДОРОГИ,МВД/МЧС/МО,0.25,938149,308.0,1,,1
893.7,306,1000.0,2001-07-19,Мужской,Среднее,1186.53,60,D1,ВИТЕБСКАЯ,ШУХОВЦЫ,Производство,0.14,868984,,0,,2
1528.18,0,2000.0,1996-03-01,Женский,Среднее специальное,1511.35,36,D2,г. Минск,МИНСК,Транспорт/перевозки,0.11,827112,111.0,1,,1
1620.3,338,2000.0,1986-05-07,Мужской,Среднее специальное,1606.02,60,C1,Витебская область,ШИБЕКИ,Производство,0.04,711767,124.0,3,,1
4017.19,0,6500.0,1996-07-04,Мужской,Среднее,2875.0,24,D1,г. Минск,МИНСК,Торговля,0.22,945161,107.0,0,,1
2771.9,0,3200.0,1986-07-13,Женский,Среднее специальное,821.34,60,D1,,ГОМЕЛЬ,Торговля,0.29,780607,128.0,1,,1
879.1,0,1000.0,1992-09-11,Женский,Среднее специальное,754.17,60,C3,Гомельская область,РЕЧИЦА,Услуги населению,0.35,736442,70.0,0,,1
741.35,0,1500.0,1993-02-20,Женский,Высшее,900.0,24,,г. Минск,МИНСК,Услуги населению,0.09,852319,166.0,0,,2
3500.0,247,3500.0,1989-10-08,Женский,Среднее,1078.09,60,C3,Витебская область,КОХАНОВО,Государственное управление,0.23,953814,115.0,0,,2
3056.35,0,4000.0,1982-01-14,Женский,Высшее,2146.8,36,B1,г. Минск,МИНСК,Медицина и здравоохранение,0.07,949443,330.0,2,,1
